Kp_outer_V,Ki_outer_V,Kp_outer_P,Ki_outer_P,Kp_inner_d,Ki_inner_d,Kp_inner_q,Ki_inner_q,Kp_pll,Ki_pll,T1,T2
0.156733627542908,526.599020338824,6.06216225204669,670.687731672343,2.19967309588768,2917.16414366483,2.13344969500084,2916.5157454585,12.0433520974874,6.49126744381005,1.11379884398887,1.34191636213831
